id,y,x1,x2,x3
120,-4.531467422,-0.664150118,0.502183711,1
121,5.825052126,0.284906123,-0.422691157,0
122,6.993052173,-0.221146878,0.965891326,1
123,-8.676552404,-0.137759612,0.792443939,1
124,-2.138823533,-0.892502794,0.274781122,0
125,14.24609739,0.884814255,-1.288955773,1
126,3.670444884,0.252385812,-1.405493816,0
127,8.398946829,1.15332772,0.584851806,1
128,-1.977639375,-0.502098719,-1.400551893,1
129,-5.852704109,-0.217498084,-0.711796263,1
130,-0.627498161,0.114647711,0.209199058,1
131,-2.73407667,-0.157829785,0.607158722,0
132,-10.89592687,-1.398935812,-0.763133361,0
133,-2.206943243,-1.050777477,0.077190914,0
134,6.171992279,-0.673822906,-0.621498538,1
135,-4.895884979,-0.217506722,1.044519774,1
136,5.816918055,0.243437817,1.959893549,1
137,2.35914974,0.357178293,0.534250977,1
138,-3.3369881,-0.121516467,1.98712159,0
139,7.870778586,2.137564547,1.824058205,1
140,0.999585186,0.521667486,-0.459615789,1
141,-0.771378468,-0.341347792,-0.626061088,0
142,-2.598152467,0.936312078,1.918582419,1
143,5.243090439,0.064876857,-0.555554471,0
144,-1.450884666,-0.029190624,0.395354523,1
145,5.404131461,0.694272475,-0.216673981,0
146,-1.808668202,0.609230495,-1.744728237,1
147,13.67573046,1.097217175,-0.024023731,0
148,13.00307458,1.192138714,2.308290431,0
149,-0.878052769,0.001145844,0.762673928,0
150,-2.118907088,0.461224718,-0.10230344,1
151,-0.948711345,-1.62607012,-0.781667657,0
152,7.844007954,1.167014829,0.141752316,0
153,4.354977866,0.39752382,2.798558784,1
154,-0.66260192,1.647112614,-0.256795991,0
155,0.850109555,0.617195836,-0.875415339,0
156,-0.969071455,-0.175273147,0.030594063,0
157,14.40464051,-0.344341845,-0.001049058,1
158,7.561581233,1.712260922,-0.995378919,1
159,8.897429615,0.940355378,0.368505236,1
160,-1.279807221,0.849766488,0.401322441,0
161,0.953742383,-0.275610685,-0.196754876,0
162,-0.52519706,0.178465617,0.283195056,0
163,-1.515752272,0.74990322,-0.611817019,0
164,-13.11494365,-1.31429453,-1.208520186,1
165,0.776627575,-0.082305642,-0.66780307,1
166,-0.508575587,-0.81049401,1.828287252,0
167,-15.93592211,-0.35277586,-0.011443276,1
168,1.263142298,-1.368367072,-0.385915723,0
169,-4.859036954,-0.542399928,-0.363794625,0
170,2.250247707,0.21352307,0.699890287,1
171,10.0972263,1.374644055,0.615218783,1
172,1.013441762,-1.137869277,0.061035403,1
173,10.96739483,1.57860859,-2.170291298,1
174,10.03846268,0.977490226,0.566108786,0
175,0.797662051,0.201363001,1.053822206,0
176,1.63974012,-0.434253494,-0.8818331,0
177,1.448214757,-0.220576695,-1.160435686,1
178,5.156464875,1.230573152,-0.593312667,0
179,-5.623961993,-0.22722771,-0.744702669,0
180,4.698961824,-0.770329986,-1.298197954,0
181,10.211973,1.633596072,0.461343899,1
182,1.864504771,0.726867416,0.785854812,1
183,7.550713129,0.393448353,1.61172953,1
184,10.46718403,2.181491466,-0.604727447,0
185,-8.833951782,-1.04993591,-0.413905519,1
186,9.495292067,0.568706456,-0.429764112,1
187,-0.257423392,-1.001921368,0.542997131,1
188,2.956648846,-1.218706135,-0.280724625,0
189,9.990946625,0.769546492,-0.641857503,0
190,0.098854601,-1.369589742,0.840588017,1
191,-4.546499274,0.783058052,0.942497813,1
192,1.869115267,1.025140787,-1.303501084,1
193,0.870279892,-0.279574686,-0.377837411,0
194,5.448981586,-0.021554369,1.022025173,1
195,-5.995713705,-1.319704188,-0.855100011,1
196,-1.656308879,0.449351435,2.016748654,0
197,-2.1423719,0.883084249,-0.551328576,1
198,7.498111762,0.548906838,-0.657521779,0
199,-8.911036425,-0.566669059,-0.887211084,1
200,0.502311291,0.805515239,-0.286283709,0
